id	timestamp	hypothesis	change	result	decision	evidence
repository-structure-phase-78-final-355	2026-09-03T02:10:55.1225566+09:00	Focused webhook listener modules should preserve HTTP lifecycle, request body limits, validation, authentication, sensitive-header filtering, provider IDs, event payloads, and responses	Moved listener contracts, transport utilities, and request handler into focused modules behind listener.ts without changing trigger behavior or public imports	PASS	KEEP	listener.ts facade 40 lines; focused modules contracts 9/handler 84/transport 83; webhook listener/security tests 20/20; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-79-baseline-356	2026-09-03T02:13:51.0937942+09:00	Gmail OAuth responsibilities can be split behind the existing facade without changing PKCE/state security, loopback handling, token validation, or connector helpers	Measured modules/gmail/oauth.ts at 171 lines and ran the frozen Gmail OAuth regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	oauth.ts 171 lines; focused Gmail OAuth directory absent; Gmail OAuth tests 2/2; Core typecheck PASS.
repository-structure-phase-79-final-357	2026-09-03T02:17:34.2446739+09:00	Focused Gmail OAuth modules should preserve PKCE/state security, loopback callback/timeout cleanup, token requirements, OAuth scopes, connector config mapping, profile lookup, and public exports	Moved OAuth contracts/loopback flow and connector/profile helpers into focused modules behind oauth.ts without changing desktop or core callers	PASS	KEEP	oauth.ts facade 11 lines; focused modules flow 125/connector 31/contracts 15; Gmail OAuth tests 2/2; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-80-baseline-358	2026-09-03T02:19:22.9290944+09:00	CLI process runner responsibilities can be split behind the existing facade without changing exec/streaming behavior, process limits, or cancellation	Measured agent/model/cli-process/runner.ts at 168 lines and ran the frozen CLI process regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	runner.ts 168 lines; focused runner directory absent; CLI process tests 6/6; Core typecheck PASS.
repository-structure-phase-80-final-359	2026-09-03T02:22:26.6591482+09:00	Focused CLI process modules should preserve command invocation, stdin handling, stdout/stderr capture, callbacks, limits, timeout/abort behavior, exit codes, and public exports	Moved synchronous exec, streaming spawn, and shared process limits into focused modules behind runner.ts without changing model adapters or callers	PASS	KEEP	runner.ts facade 2 lines; focused modules exec 56/limits 19/stream 99; CLI process tests 6/6; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-81-baseline-360	2026-09-03T02:26:44.8712221+09:00	HTTP connector responsibilities can be split behind the existing facade without changing method restrictions, endpoint selection, payload normalization, request handling, or error shaping	Measured modules/http/connector.ts at 164 lines and ran the frozen HTTP connector regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	connector.ts 164 lines; focused HTTP connector directory absent; HTTP connector/connection/request/url-security tests 46/46; Core typecheck PASS.
repository-structure-phase-81-final-361	2026-09-03T02:31:04.8188617+09:00	Focused HTTP connector modules should preserve endpoint normalization, method restrictions, endpoint selection, URL security, payload/header normalization, request/response logging, status handling, error details, and public exports	Moved endpoint config, payload normalization, error shaping, and action execution into focused modules behind connector.ts without changing HTTP callers or behavior	PASS	KEEP	connector.ts facade 17 lines; focused modules config 15/payload 31/errors 16/execute 116; HTTP connector/connection/request/url-security tests 46/46; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-82-baseline-362	2026-09-03T02:32:54.8653895+09:00	Transform connector responsibilities can be split behind the existing facade without changing table/document conversion, expression evaluation, variable writes, or errors	Measured modules/transform/connector.ts at 145 lines and ran the frozen transform connector regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	connector.ts 145 lines; focused transform connector directory absent; transform connector tests 4/4; Core typecheck PASS.
repository-structure-phase-82-final-363	2026-09-03T02:35:32.2746122+09:00	Focused transform connector modules should preserve table-input normalization, table/document text conversion, expression validation/evaluation, variable writes, output paths, result kinds, errors, and public exports	Moved input normalization, text conversion, and transform action execution into focused modules behind connector.ts without changing runtime callers or behavior	PASS	KEEP	connector.ts facade 14 lines; focused modules execute 64/input 22/text 59; transform connector tests 4/4; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-83-baseline-364	2026-09-03T02:37:19.6374197+09:00	AI settings catalog responsibilities can be split behind the existing facade without changing provider metadata, brand catalog values, model helpers, parser behavior, or public imports	Measured agent/settings/catalog.ts at 150 lines and ran the frozen settings/model regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	catalog.ts 150 lines; focused settings catalog directory absent; settings/model tests 19/19; Core typecheck PASS.
repository-structure-phase-83-final-365	2026-09-03T02:40:01.8873753+09:00	Focused AI settings catalog modules should preserve provider/brand definitions, enabled-brand ordering, model normalization, Codex JSON/text parsing, helper results, and public exports	Moved provider/brand definitions and model helper/parser logic into focused modules behind catalog.ts without changing settings, CLI detection, model resolution, or desktop callers	PASS	KEEP	catalog.ts facade 19 lines; focused modules definitions 97/models 47; settings/model tests 19/19; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
repository-structure-phase-84-baseline-366	2026-09-03T02:42:02.3228490+09:00	CLI output responsibilities can be split behind the existing facade without changing filtering, Cursor events, provider failures, structured parsing, or public imports	Measured agent/model/cli/output.ts at 167 lines and ran the frozen CLI output/provider regression before implementation; structural shape fails as intended while existing callers compile	PASS	BASELINE	output.ts 167 lines; focused CLI output directory absent; CLI output/provider tests 23/23; Core typecheck PASS.
repository-structure-phase-84-final-367	2026-09-03T02:44:48.5797884+09:00	Focused CLI output modules should preserve noise filtering, stdout/stderr precedence, Cursor events, provider failure extraction, structured parsing, diagnostics, and public exports	Moved readability, Cursor event, failure, and structured-result logic into focused modules behind output.ts without changing provider adapters or behavior	PASS	KEEP	output.ts facade 13 lines; focused modules cursor 36/failure 70/readability 28/structured 38; CLI output/provider tests 23/23; Core 707 passed with 3 skipped; eval 11/11; document-engine 37/37; desktop typecheck/build; dependency direction and git diff --check PASS.
